gender,Near_Location,Partner,Promo_friends,Phone,Contract_period,Group_visits,Age,Avg_additional_charges_total,Month_to_end_contract,Lifetime,Avg_class_frequency_total,Avg_class_frequency_current_month,Churn,Delta_freq,is_sleeping_dog,freq_ratio,risk_score,faixa_risco
0,1,1,0,1,6,1,30,194.08,1.9,3.5,5.35,5.52,0,-0.16999999999999993,0,1.0298507462686568,0.0026522990360880612,1. Baixo
1,1,0,0,1,1,0,35,168.18,0.7,2.0,1.7,2.23,0,-0.53,0,1.304093567251462,0.04641544029828579,1. Baixo
1,1,0,0,1,1,1,30,128.79,0.1,0.7,2.49,1.93,1,0.5600000000000003,0,0.772,0.7167780646608408,4. Critico
1,0,0,0,1,12,1,25,214.59,11.6,4.9,3.01,2.51,0,0.5,0,0.8311258278145696,0.030620832338190337,1. Baixo
1,0,0,0,1,6,0,30,142.03,3.6,3.9,2.13,1.76,0,0.3699999999999999,0,0.8224299065420562,0.1526538320868748,1. Baixo
0,1,0,1,1,1,1,29,33.14,0.8,0.6,2.18,2.66,0,-0.48,0,1.2146118721461188,0.013686636722288642,1. Baixo
1,1,0,0,0,12,1,32,54.36,9.4,6.6,1.54,1.61,0,-0.07000000000000006,0,1.038709677419355,0.0009850693980270363,1. Baixo
0,1,0,0,1,1,1,31,74.39,0.2,0.8,2.7,2.27,1,0.43000000000000016,0,0.8376383763837638,0.6491207813711057,3. Alto
0,0,1,0,1,1,0,19,86.67,0.3,0.2,4.48,3.44,1,1.0400000000000005,0,0.7661469933184855,0.8570206180664974,4. Critico
0,1,0,1,1,1,0,31,162.39,0.3,7.0,1.51,1.22,0,0.29000000000000004,0,0.8026315789473684,0.1922925722991408,1. Baixo
0,1,1,1,1,1,1,26,258.47,0.2,1.8,2.93,3.2,0,-0.27,0,1.08843537414966,0.01872857890905051,1. Baixo
0,0,0,1,1,1,0,25,179.21,0.0,1.4,3.26,2.73,0,0.5299999999999998,0,0.834862385321101,0.40234787721068754,3. Alto
1,0,0,0,1,6,1,29,157.56,5.0,11.2,1.46,0.19,0,1.27,1,0.1292517006802721,0.003286193101678433,1. Baixo
1,1,0,0,1,1,0,31,39.82,0.5,1.1,1.58,2.23,0,-0.6499999999999999,0,1.4025157232704402,0.04804598004134036,1. Baixo
0,0,0,0,1,12,0,24,24.5,7.1,13.1,1.82,0.92,0,0.9,0,0.5027322404371585,0.09409605659741661,1. Baixo
0,1,0,1,1,12,1,32,278.97,5.9,5.3,1.7,1.33,0,0.3699999999999999,0,0.7777777777777778,0.044983377334372035,1. Baixo
0,1,1,0,1,6,0,32,103.91,0.7,3.6,1.24,1.24,0,0.0,0,0.992,0.04764631625679556,1. Baixo
1,0,1,1,1,6,0,29,164.29,2.6,10.1,1.92,1.74,0,0.17999999999999994,0,0.9015544041450777,0.024497599177358387,1. Baixo
1,1,0,0,1,6,1,26,175.4,1.8,3.8,1.65,1.6,0,0.04999999999999982,0,0.9638554216867471,0.024748321691507286,1. Baixo
1,1,0,1,1,12,1,26,388.94,10.7,4.8,3.99,4.88,0,-0.8899999999999997,0,1.22,0.01,1. Baixo
1,1,0,0,1,1,0,33,324.95,0.7,4.0,2.24,1.98,0,0.26000000000000023,0,0.88,0.18427381727084874,1. Baixo
1,1,1,1,1,1,0,24,427.77,0.2,2.7,1.01,0.93,0,0.07999999999999996,0,0.9117647058823529,0.23482484279043697,2. Medio
1,1,0,0,1,1,1,33,192.99,0.7,0.7,3.84,3.45,0,0.3899999999999997,0,0.8961038961038962,0.3226692435048444,2. Medio
0,1,0,1,1,1,0,29,295.71,0.5,0.9,3.38,2.69,1,0.69,0,0.7935103244837759,0.651773081114958,3. Alto
0,1,1,0,1,1,1,29,65.04,0.1,2.7,1.39,1.57,0,-0.18000000000000016,0,1.1214285714285714,0.0833883346741515,1. Baixo
0,1,1,0,1,6,1,24,393.2,0.4,8.7,2.15,0.4,0,1.75,1,0.18518518518518523,0.024681704292711173,1. Baixo
0,0,1,1,1,1,0,29,211.44,0.1,3.4,4.02,3.5,0,0.5199999999999996,0,0.8684863523573202,0.38180942343673135,2. Medio
1,1,0,0,1,12,0,31,114.25,9.7,5.0,3.15,3.17,0,-0.020000000000000018,0,1.0031645569620253,0.0009359761703540484,1. Baixo
1,1,0,0,0,1,0,25,224.13,0.8,3.0,0.4,0.0,1,0.4,0,0.0,0.9275165686255675,4. Critico
0,1,0,0,0,1,0,31,260.27,0.6,1.1,0.77,0.06,1,0.71,0,0.07692307692307691,0.876984986371818,4. Critico
0,1,1,0,1,1,1,29,183.34,0.0,1.1,1.09,0.79,0,0.30000000000000004,0,0.7181818181818181,0.38781426248022943,2. Medio
0,1,1,0,1,1,1,27,16.76,0.3,0.3,1.19,0.54,0,0.6499999999999999,0,0.45000000000000007,0.580819693338575,3. Alto
0,0,0,0,1,1,1,32,269.09,0.4,0.4,1.55,0.31,1,1.24,0,0.1987179487179487,0.9815440741668244,4. Critico
0,0,1,0,1,1,1,22,130.47,0.3,4.9,2.42,2.43,0,-0.010000000000000231,0,1.0000000000000002,0.08219620822001998,1. Baixo
0,1,0,0,1,1,1,30,183.0,0.6,6.6,1.85,1.85,0,0.0,0,0.9946236559139785,0.05129646650780182,1. Baixo
0,0,1,0,1,1,1,35,72.7,0.1,7.3,3.61,0.39,0,3.2199999999999998,1,0.10773480662983427,0.02193822477773483,1. Baixo
0,1,0,0,0,1,0,34,115.0,0.0,0.4,1.2,0.0,1,1.2,0,0.0,0.9898134137153721,4. Critico
1,1,0,1,1,1,1,30,102.05,0.6,1.4,3.31,3.11,0,0.20000000000000018,0,0.9367469879518072,0.11097928536665423,1. Baixo
1,1,0,0,1,1,0,28,63.84,0.3,1.9,1.94,2.3,0,-0.3599999999999999,0,1.1794871794871795,0.014887546887029807,1. Baixo
1,1,1,1,1,1,0,27,33.1,0.7,1.4,1.86,0.72,1,1.1400000000000001,0,0.3850267379679144,0.9724932460458269,4. Critico
0,0,0,1,1,1,1,28,117.39,0.8,0.0,2.66,2.29,1,0.3700000000000001,0,0.8576779026217228,0.7093102250731542,4. Critico
0,1,0,0,1,1,0,31,75.61,0.6,4.9,2.69,2.39,0,0.2999999999999998,0,0.8851851851851853,0.29080142975655787,2. Medio
1,1,1,1,1,1,0,27,153.94,1.0,0.1,1.55,1.93,0,-0.3799999999999999,0,1.237179487179487,0.029590723737161317,1. Baixo
1,1,1,0,0,6,0,32,167.26,3.9,3.0,0.93,0.45,0,0.48000000000000004,0,0.4787234042553191,0.19735758763438052,1. Baixo
0,1,1,0,1,12,1,36,328.34,9.3,5.2,4.05,4.17,0,-0.1200000000000001,0,1.0270935960591134,0.005,1. Baixo
1,1,1,0,1,12,0,29,7.27,7.7,8.5,2.08,1.59,0,0.49,0,0.7607655502392345,0.019563755184625952,1. Baixo
0,0,1,0,1,1,1,25,98.39,0.8,5.5,2.09,0.73,1,1.3599999999999999,0,0.34761904761904766,0.9352045696896402,4. Critico
1,1,1,0,1,1,1,25,261.35,0.4,0.1,6.5,6.5,0,0.0,0,0.9984639016897082,0.07192145681403654,1. Baixo
1,1,0,0,1,1,0,32,163.23,0.4,0.0,3.33,2.87,0,0.45999999999999996,0,0.8592814371257486,0.4558465414211117,3. Alto
1,1,0,0,1,6,0,29,178.95,2.0,2.2,1.45,1.64,0,-0.18999999999999995,0,1.1232876712328768,0.010032264910483916,1. Baixo
1,1,0,0,1,6,0,32,149.6,3.5,4.2,1.98,2.28,0,-0.2999999999999998,0,1.1457286432160803,0.002676316617076799,1. Baixo
1,1,0,0,0,12,0,27,237.56,4.5,11.0,1.15,0.35,0,0.7999999999999999,1,0.3017241379310345,0.018978184217795582,1. Baixo
1,1,0,0,1,12,0,32,149.07,11.9,5.6,0.93,1.12,0,-0.19000000000000006,0,1.1914893617021276,0.0010606493359640024,1. Baixo
1,1,0,0,1,1,1,29,146.57,0.6,2.6,1.45,0.0,1,1.45,0,0.0,0.9978830689132923,4. Critico
1,1,0,1,1,6,1,27,74.17,2.0,4.9,2.59,2.29,0,0.2999999999999998,0,0.8807692307692309,0.03295665419961223,1. Baixo
0,1,1,0,1,12,0,28,82.42,6.1,4.9,1.2,0.86,0,0.33999999999999997,0,0.7107438016528925,0.03505487730424853,1. Baixo
1,1,1,0,1,1,0,25,164.15,0.8,0.7,2.85,1.19,1,1.6600000000000001,0,0.4160839160839161,0.9916028398542075,4. Critico
1,1,1,0,1,12,0,36,108.73,9.7,9.3,1.04,0.32,0,0.72,1,0.30476190476190473,0.002068932949189345,1. Baixo
1,1,1,1,1,1,0,29,50.48,0.6,0.4,1.47,0.0,1,1.47,0,0.0,0.9927536603741959,4. Critico
0,1,0,1,1,12,0,31,102.15,0.0,7.0,2.99,2.82,0,0.17000000000000037,0,0.94,0.007733469570760031,1. Baixo
0,1,0,0,1,6,1,27,215.58,5.2,3.6,5.57,5.77,0,-0.1999999999999993,0,1.0340501792114694,0.0012975959555696754,1. Baixo
0,1,0,1,1,1,0,26,154.95,0.9,0.7,4.09,2.85,1,1.2399999999999998,0,0.6951219512195123,0.9198419228665948,4. Critico
0,1,1,0,1,6,0,28,93.17,5.2,3.0,3.53,3.49,0,0.03999999999999959,0,0.9858757062146895,0.07120700468274353,1. Baixo
1,1,0,1,1,1,1,33,133.93,0.7,1.9,1.83,0.0,1,1.83,0,0.0,0.9977506008504683,4. Critico
0,0,1,0,1,6,0,27,228.62,0.2,2.2,2.96,0.0,1,2.96,0,0.0,0.9055426241285793,4. Critico
1,0,0,1,1,6,1,26,73.06,5.7,12.1,1.68,1.74,0,-0.06000000000000005,0,1.029585798816568,0.0018279146833873388,1. Baixo
0,1,0,0,1,6,1,30,68.77,0.4,5.2,2.87,2.79,0,0.08000000000000007,0,0.96875,0.055368810768147946,1. Baixo
1,1,1,0,1,12,0,31,151.88,1.8,6.7,0.88,0.56,0,0.31999999999999995,0,0.6292134831460675,0.040244817600131357,1. Baixo
1,1,0,0,0,1,0,35,103.08,0.6,1.1,2.12,2.44,0,-0.31999999999999984,0,1.1455399061032865,0.03603626583752242,1. Baixo
0,1,1,0,1,1,1,30,151.81,0.5,3.4,0.88,0.83,0,0.050000000000000044,0,0.9325842696629213,0.1535597338451473,1. Baixo
0,1,1,0,1,1,0,31,138.84,0.8,0.6,3.38,2.65,1,0.73,0,0.7817109144542773,0.7509096058853097,4. Critico
0,1,1,1,1,1,0,32,151.58,0.6,1.2,2.86,1.4,1,1.46,0,0.48780487804878053,0.9741875838104741,4. Critico
1,1,1,1,1,1,1,25,335.27,0.0,0.9,4.34,4.17,0,0.16999999999999993,0,0.9586206896551724,0.08320851864454554,1. Baixo
1,1,0,1,1,1,0,26,59.66,0.6,7.5,0.96,0.9,0,0.05999999999999994,0,0.9278350515463918,0.14548666872058316,1. Baixo
1,1,0,0,1,1,0,26,197.85,0.9,5.8,6.5,6.5,0,0.0,0,0.9984639016897082,0.034190373023792124,1. Baixo
1,1,1,1,0,1,0,25,173.75,0.9,1.4,1.67,1.15,0,0.52,0,0.6845238095238095,0.5664029184201621,3. Alto
1,1,0,1,1,12,0,32,192.49,1.9,9.1,3.65,0.29,0,3.36,1,0.07923497267759563,0.0,1. Baixo
1,1,0,0,1,1,1,30,37.77,0.3,3.5,1.12,1.51,0,-0.3899999999999999,0,1.3362831858407078,0.02899768805989944,1. Baixo
0,1,0,0,1,12,1,29,209.3,1.4,7.8,2.54,0.25,0,2.29,1,0.09803921568627452,0.004537076725246464,1. Baixo
1,1,1,0,1,1,1,21,117.99,0.8,10.8,1.84,1.08,1,0.76,0,0.5837837837837838,0.8237279603641089,4. Critico
0,0,0,0,1,1,0,36,148.04,0.6,1.8,2.86,2.49,1,0.36999999999999966,0,0.8675958188153312,0.4250887093721495,3. Alto
0,1,1,0,1,1,1,26,126.94,0.5,0.9,0.34,0.0,1,0.34,0,0.0,0.954652613553638,4. Critico
0,0,0,0,1,1,0,36,79.41,0.3,2.3,0.76,0.0,1,0.76,0,0.0,0.990495651664941,4. Critico
1,0,0,0,0,1,0,24,120.33,0.8,1.5,3.59,4.0,0,-0.41000000000000014,0,1.1111111111111112,0.009223746235274104,1. Baixo
1,1,0,0,1,1,0,27,138.58,0.8,1.8,0.75,0.0,1,0.75,0,0.0,0.9881885150110722,4. Critico
1,1,0,1,0,1,0,22,182.76,0.5,0.3,1.56,1.61,0,-0.050000000000000044,0,1.0254777070063694,0.04682483363339759,1. Baixo
0,1,0,0,1,1,0,30,166.0,0.1,1.4,1.4,0.46,1,0.94,0,0.3262411347517731,0.9742377037773182,4. Critico
1,1,1,1,1,6,0,26,129.76,2.8,2.3,2.08,2.57,0,-0.48999999999999977,0,1.229665071770335,0.005549180573658141,1. Baixo
1,1,0,0,1,1,0,26,142.07,0.9,1.6,0.89,1.7,0,-0.8099999999999999,0,1.8888888888888888,0.011296190356532199,1. Baixo
0,1,0,1,1,12,0,25,141.07,7.0,7.4,4.1,0.15,0,3.9499999999999997,1,0.03649635036496351,0.0025084922658842298,1. Baixo
0,1,0,1,1,1,1,32,179.94,0.8,1.2,2.11,2.14,0,-0.03000000000000025,0,1.009433962264151,0.0566608203609215,1. Baixo
0,1,0,1,1,12,0,32,208.31,3.5,6.0,4.37,4.53,0,-0.16000000000000014,0,1.034246575342466,0.0,1. Baixo
1,1,1,0,1,6,1,35,219.87,2.1,2.3,2.84,3.42,0,-0.5800000000000001,0,1.2000000000000002,0.001586388636890806,1. Baixo
0,1,0,0,1,12,0,27,111.71,1.4,5.1,2.33,2.64,0,-0.31000000000000005,0,1.1282051282051284,0.0003473896404463203,1. Baixo
1,1,1,0,1,12,0,30,18.06,4.1,6.0,0.43,0.59,0,-0.15999999999999998,0,1.3409090909090908,0.005210399245845428,1. Baixo
1,1,0,0,1,1,0,25,117.79,0.2,5.5,2.85,3.16,0,-0.31000000000000005,0,1.104895104895105,0.025048888539844376,1. Baixo
0,1,0,1,1,1,0,28,105.6,0.5,0.2,2.53,2.52,1,0.009999999999999787,0,0.9921259842519686,0.4682482087526125,3. Alto
0,1,1,0,1,1,0,27,139.29,0.4,0.3,4.02,3.46,0,0.5599999999999996,0,0.8585607940446651,0.5247532103046259,3. Alto
1,1,0,0,1,12,0,31,386.5,10.0,9.3,2.21,0.18,0,2.03,1,0.08108108108108109,0.0,1. Baixo
1,1,1,1,1,6,0,33,111.16,2.3,7.1,0.35,0.03,0,0.31999999999999995,1,0.08333333333333333,0.08345506410635714,1. Baixo
1,0,0,0,1,1,0,32,192.61,0.2,0.5,1.79,0.32,1,1.47,0,0.17777777777777778,0.9857621761816517,4. Critico
0,1,0,1,1,12,0,26,194.8,1.0,6.9,2.95,2.64,0,0.31000000000000005,0,0.891891891891892,0.06079565865345743,1. Baixo
0,1,1,0,1,1,1,32,169.57,0.3,10.8,2.08,1.8,1,0.28,0,0.861244019138756,0.5733851009528509,3. Alto
1,0,0,0,1,6,0,29,36.11,4.2,3.3,1.52,1.62,0,-0.10000000000000009,0,1.0588235294117647,0.007954257246997892,1. Baixo
1,1,1,0,1,6,1,28,131.85,3.8,2.1,2.98,3.52,0,-0.54,0,1.1772575250836121,0.0022658509105916423,1. Baixo
0,0,1,0,1,1,0,27,178.9,0.6,3.5,0.58,0.0,1,0.58,0,0.0,0.9721927500496375,4. Critico
0,1,0,1,0,6,0,27,87.12,5.1,13.9,2.06,0.08,0,1.98,1,0.03864734299516909,0.003428410284568373,1. Baixo
1,1,0,1,1,12,0,35,41.17,3.0,6.3,1.59,0.34,0,1.25,1,0.2125,0.004102198414780409,1. Baixo
0,1,1,0,1,1,1,30,181.13,0.5,4.8,1.04,0.55,0,0.49,0,0.5238095238095238,0.5324370595843926,3. Alto
0,1,0,0,1,1,0,30,213.32,0.2,0.4,2.06,1.55,1,0.51,0,0.7487922705314011,0.7340160422358804,4. Critico
1,0,1,1,1,1,1,28,126.46,0.2,5.4,4.67,4.98,0,-0.3100000000000005,0,1.0641025641025643,0.009976394495683,1. Baixo
0,1,0,0,1,6,1,37,100.31,2.2,3.9,1.16,0.79,0,0.3699999999999999,0,0.6752136752136753,0.08678970533757269,1. Baixo
0,1,0,0,1,1,0,34,283.09,0.7,2.2,2.55,2.23,1,0.31999999999999984,0,0.8710937500000001,0.5978775470249065,3. Alto
0,1,0,0,1,12,0,27,217.41,10.0,7.5,2.6,3.32,0,-0.7199999999999998,0,1.2720306513409962,0.0,1. Baixo
0,0,1,1,1,12,0,28,70.51,3.7,11.4,0.94,0.89,0,0.04999999999999993,0,0.9368421052631579,0.001155008157536953,1. Baixo
0,1,1,0,1,1,0,28,149.49,0.4,0.5,2.29,2.89,0,-0.6000000000000001,0,1.2565217391304349,0.008065635017843168,1. Baixo
1,1,1,0,1,1,1,30,76.11,0.9,0.8,1.34,0.81,1,0.53,0,0.6,0.8651501639309461,4. Critico
1,0,0,1,1,6,1,27,113.33,4.7,7.9,1.34,0.17,0,1.1700000000000002,1,0.1259259259259259,0.007906740475596056,1. Baixo
0,1,0,1,1,6,0,31,259.99,4.1,3.9,1.32,1.82,0,-0.5,0,1.368421052631579,0.0029421788759969895,1. Baixo
1,1,0,0,1,1,0,34,261.11,0.4,1.3,6.5,4.84,1,1.6600000000000001,0,0.7434715821812596,0.8931856459923603,4. Critico
1,1,0,0,1,1,0,25,98.33,0.3,1.7,0.4,0.0,1,0.4,0,0.0,0.9662509979203783,4. Critico
1,1,0,1,1,1,1,25,189.07,0.7,3.7,3.79,4.0,0,-0.20999999999999996,0,1.0526315789473684,0.032274680644954624,1. Baixo
0,1,1,0,1,12,0,28,71.63,1.1,10.5,1.77,0.22,0,1.55,1,0.12359550561797752,0.006468713268931664,1. Baixo
0,1,0,1,1,1,1,28,378.1,0.5,5.0,1.1,1.34,0,-0.24,0,1.207207207207207,0.03729179865220586,1. Baixo
0,0,0,0,1,12,0,36,40.93,0.7,11.2,1.57,1.93,0,-0.3599999999999999,0,1.221518987341772,0.01,1. Baixo
0,1,1,0,1,1,1,33,111.01,0.6,0.4,3.66,3.34,0,0.3200000000000003,0,0.9100817438692098,0.3559954931534685,2. Medio
1,1,0,1,1,12,0,32,188.74,6.8,5.3,4.07,3.83,0,0.2400000000000002,0,0.9387254901960784,0.012918032625085094,1. Baixo
1,1,1,0,1,1,0,28,79.84,0.1,0.6,0.78,0.0,1,0.78,0,0.0,0.9844344949934681,4. Critico
0,1,0,0,1,1,1,28,70.96,0.4,0.1,2.24,2.75,0,-0.5099999999999998,0,1.2222222222222223,0.009282481854841828,1. Baixo
1,1,0,0,1,12,1,24,134.39,2.3,11.6,2.44,0.31,0,2.13,1,0.12653061224489798,0.011754807692307691,1. Baixo
0,1,1,1,0,12,0,32,92.45,9.6,5.1,1.73,2.46,0,-0.73,0,1.4137931034482758,0.0,1. Baixo
0,1,1,0,1,1,1,31,36.63,0.9,0.3,2.4,0.94,1,1.46,0,0.3900414937759336,0.9577994665570847,4. Critico
1,0,1,1,1,1,0,33,134.22,0.3,6.5,3.1,3.75,0,-0.6499999999999999,0,1.2057877813504823,0.0011397364221250258,1. Baixo
0,1,0,0,1,1,0,29,184.59,0.0,0.8,0.75,0.62,1,0.13,0,0.8157894736842105,0.5909178825809562,3. Alto
1,1,0,0,1,1,0,29,121.16,0.9,0.1,0.36,0.0,1,0.36,0,0.0,0.9718070552201492,4. Critico
1,1,1,1,1,1,0,30,132.06,0.8,2.6,0.64,0.0,1,0.64,0,0.0,0.9511510827453393,4. Critico
1,1,0,1,1,12,1,32,169.66,9.6,5.2,1.54,0.61,0,0.93,0,0.3935483870967742,0.16585130884269908,1. Baixo
1,1,1,1,1,1,0,24,320.45,0.4,6.7,1.73,1.62,0,0.10999999999999988,0,0.9310344827586208,0.12572575798048966,1. Baixo
1,0,0,0,1,6,0,32,107.47,0.5,6.2,3.29,3.23,0,0.06000000000000005,0,0.9787878787878789,0.011415299011115747,1. Baixo
0,1,0,0,1,1,1,29,162.91,1.0,0.2,1.6,0.45,1,1.1500000000000001,0,0.2795031055900621,0.9587086053829776,4. Critico
1,1,0,0,0,1,0,26,132.67,0.5,2.3,1.24,0.0,1,1.24,0,0.0,0.9966870581522123,4. Critico
0,1,1,0,1,6,0,22,68.07,2.1,3.1,0.65,1.22,0,-0.57,0,1.8484848484848484,0.03731350878376181,1. Baixo
0,1,0,0,1,1,0,29,202.21,0.8,4.0,3.88,2.44,1,1.44,0,0.6272493573264782,0.9566047377957014,4. Critico
1,1,1,0,0,6,1,34,276.27,4.0,6.3,1.08,0.15,0,0.93,1,0.13761467889908255,0.04846058170446855,1. Baixo
1,1,0,0,1,1,0,35,184.73,0.0,4.6,4.08,4.16,0,-0.08000000000000007,0,1.017114914425428,0.0177181485498253,1. Baixo
0,1,0,0,1,12,1,30,28.62,11.5,4.9,1.45,1.04,0,0.4099999999999999,0,0.7123287671232877,0.042863109022727545,1. Baixo
0,1,0,0,1,6,1,36,111.32,3.3,7.4,0.98,1.24,0,-0.26,0,1.2525252525252526,0.002596578537193623,1. Baixo
0,1,1,0,1,12,1,29,184.36,2.3,5.3,2.01,1.89,0,0.11999999999999988,0,0.9356435643564358,0.002518502421617142,1. Baixo
1,1,1,0,1,1,1,32,234.79,0.0,0.4,0.88,1.44,0,-0.5599999999999999,0,1.6179775280898876,0.03798048210192953,1. Baixo
0,1,0,0,1,1,0,28,48.24,0.6,0.6,1.36,0.78,0,0.5800000000000001,0,0.5693430656934306,0.6947688431811241,3. Alto
0,1,0,0,1,1,1,28,66.83,0.6,0.4,1.67,0.0,1,1.67,0,0.0,0.996990187096848,4. Critico
0,1,1,1,0,1,0,27,165.98,0.1,6.9,3.08,0.16,0,2.92,1,0.05177993527508091,0.028900586582038756,1. Baixo
1,1,0,0,1,1,0,22,143.39,0.5,2.8,5.12,5.82,0,-0.7000000000000002,0,1.1345029239766082,0.006441948996945656,1. Baixo
0,1,1,1,1,1,0,33,134.48,0.4,6.5,1.35,0.15,0,1.2000000000000002,1,0.1102941176470588,0.18265451545360634,1. Baixo
1,1,1,0,1,1,1,27,310.78,0.4,10.5,2.12,2.64,0,-0.52,0,1.23943661971831,0.013878417751124692,1. Baixo
0,1,0,1,1,1,0,27,327.31,1.0,4.3,0.85,0.93,0,-0.08000000000000007,0,1.0813953488372094,0.08219991750447146,1. Baixo
0,1,1,1,1,1,1,25,76.62,0.3,7.2,2.78,0.38,0,2.4,1,0.13620071684587814,0.1026714068246546,1. Baixo
0,0,1,1,1,1,1,29,39.5,0.9,0.6,1.91,2.02,0,-0.1100000000000001,0,1.0520833333333335,0.04676857895611149,1. Baixo
1,0,0,1,1,1,0,35,129.2,0.3,0.3,0.34,0.0,1,0.34,0,0.0,0.9203200029127965,4. Critico
0,0,0,1,1,6,0,36,199.88,1.1,3.1,2.29,2.39,0,-0.10000000000000009,0,1.039130434782609,0.027564680372060408,1. Baixo
1,1,0,0,1,1,0,24,247.09,0.2,3.7,1.15,1.07,0,0.07999999999999985,0,0.9224137931034484,0.15536396884260054,1. Baixo
1,1,1,0,1,1,0,28,108.52,0.9,2.6,1.34,1.53,0,-0.18999999999999995,0,1.1333333333333333,0.03628686195167932,1. Baixo
0,1,1,0,1,1,1,26,87.87,0.0,2.6,4.34,3.37,1,0.9699999999999998,0,0.7747126436781611,0.7777444090648639,4. Critico
0,1,0,1,1,6,0,32,171.41,1.3,5.8,0.7,0.9,0,-0.20000000000000007,0,1.267605633802817,0.01048217333707147,1. Baixo
1,0,0,1,1,1,0,30,118.61,0.3,0.8,2.63,1.43,1,1.2,0,0.5416666666666667,0.9753516294757724,4. Critico
0,1,0,0,1,6,0,27,139.21,3.9,3.0,0.75,0.43,0,0.32,0,0.5657894736842105,0.22756943874570762,2. Medio
1,1,0,0,1,12,0,29,185.32,4.5,6.7,0.94,0.75,0,0.18999999999999995,0,0.7894736842105263,0.028188064764653197,1. Baixo
0,0,0,0,1,1,0,28,123.19,0.0,2.9,1.01,0.44,0,0.5700000000000001,0,0.43137254901960786,0.7382841972781286,4. Critico
0,1,0,0,1,12,0,35,53.99,6.2,5.4,0.89,0.54,0,0.35,0,0.6,0.04546686783513807,1. Baixo
0,1,0,0,1,6,1,31,89.38,5.3,2.4,5.91,6.21,0,-0.2999999999999998,0,1.0489864864864864,0.008115808346662748,1. Baixo
0,1,1,0,1,1,0,31,92.25,0.9,1.5,0.36,0.0,1,0.36,0,0.0,0.9604364728810836,4. Critico
0,1,1,1,1,1,0,20,92.83,1.0,3.1,0.84,0.0,1,0.84,0,0.0,0.9319002001519435,4. Critico
1,0,0,0,1,6,0,29,34.75,2.1,4.4,0.56,0.95,0,-0.3899999999999999,0,1.6666666666666663,0.0072685770737673915,1. Baixo
0,1,1,1,1,12,1,36,354.62,1.5,6.4,1.13,0.39,0,0.7399999999999999,1,0.3421052631578948,0.016808697373044038,1. Baixo
1,1,0,0,1,1,1,34,66.46,0.1,1.5,1.73,1.77,0,-0.040000000000000036,0,1.0172413793103448,0.06318963874551757,1. Baixo
1,1,0,0,1,1,0,23,206.29,0.9,2.8,1.87,2.43,0,-0.56,0,1.2925531914893618,0.014804348183020852,1. Baixo
0,0,1,0,1,6,0,28,81.1,4.5,7.5,2.34,2.13,0,0.20999999999999996,0,0.9063829787234043,0.01959161013573971,1. Baixo
1,0,1,0,1,1,1,25,107.9,0.6,0.4,2.14,2.68,0,-0.54,0,1.2465116279069768,0.009196662534822833,1. Baixo
1,0,0,0,1,6,1,35,137.08,3.0,9.0,3.44,3.81,0,-0.3700000000000001,0,1.1043478260869566,0.005107542722451385,1. Baixo
0,0,0,1,1,1,1,30,95.91,0.5,4.3,4.7,4.98,0,-0.28000000000000025,0,1.0573248407643314,0.022723198281688298,1. Baixo
1,1,1,0,1,6,1,27,294.64,3.0,3.5,2.76,2.77,0,-0.010000000000000231,0,1.0000000000000002,0.009236441851229984,1. Baixo
1,1,0,0,1,12,0,29,600.0,4.4,9.1,1.98,1.73,0,0.25,0,0.8693467336683417,0.04099337074715845,1. Baixo
1,0,1,0,1,6,0,21,37.71,2.8,6.6,1.07,0.22,0,0.8500000000000001,1,0.2037037037037037,0.05128592938202799,1. Baixo
1,1,0,0,0,6,1,26,238.42,1.3,3.4,2.11,1.52,0,0.5899999999999999,0,0.7169811320754719,0.32279136289560995,2. Medio
0,1,0,0,1,6,0,29,150.05,0.7,2.3,2.4,2.83,0,-0.43000000000000016,0,1.174273858921162,0.0035551483635494195,1. Baixo
0,1,1,0,1,12,0,32,111.39,2.5,7.1,1.61,0.2,0,1.4100000000000001,1,0.12345679012345678,0.0013805732651803939,1. Baixo
0,1,1,0,1,12,1,23,216.49,11.7,5.2,3.06,2.91,0,0.1499999999999999,0,0.9478827361563519,0.010624125629611125,1. Baixo
1,1,0,1,1,1,1,28,250.55,1.0,1.2,2.11,1.4,0,0.71,0,0.6603773584905661,0.7494942920601239,4. Critico
0,0,1,0,1,6,0,33,129.01,4.5,3.6,1.19,0.79,0,0.3999999999999999,0,0.6583333333333334,0.09379436286496569,1. Baixo
1,1,1,0,0,1,1,24,274.86,0.8,2.1,1.01,2.07,0,-1.0599999999999998,0,2.0294117647058822,0.0179372467680932,1. Baixo
0,1,0,0,1,12,0,30,31.48,1.2,5.0,3.78,3.54,0,0.23999999999999977,0,0.9340369393139842,0.03425565376751358,1. Baixo
0,1,0,0,1,6,1,29,199.16,0.7,7.3,0.56,0.98,0,-0.41999999999999993,0,1.7192982456140349,0.019082792522605755,1. Baixo
1,1,0,0,1,1,1,35,139.45,0.1,1.1,0.32,0.0,1,0.32,0,0.0,0.9596386166174072,4. Critico
0,1,1,1,0,1,1,28,155.36,0.1,3.7,0.96,0.43,0,0.53,0,0.44329896907216493,0.5736159794300711,3. Alto
0,1,1,1,1,1,1,29,235.5,0.7,5.8,6.47,6.47,0,0.0,0,0.9984567901234568,0.013818540564881942,1. Baixo
